product_name,retail_price,discounted_price,product_rating,overall_rating,category
JQR JQR Sports Shoes Running Shoes,999.0,999.0,,,Footwear
"Knight Ace Kraasa Sports Running Shoes, Cycling Shoes, Walking Shoes",,1299.0,,,Others
Dressberry Gold Synthetic  Clutch,1299.0,1299.0,,,Clothing
"Great Art Floral Print Wool, Viscose, 20% Kashmiri wool, 50% Cashmilon and 30% Wool ruffle yarn Women's Stole",,,,,Clothing
Indistar Self Design Viscose Women's Stole,478.0,239.0,,,Others
Mast & Harbour Black Synthetic  Clutch,1899.0,1899.0,,,Others
Glacier Running Shoes,629.0,498.0,,,Glacier Running Shoes
Dressberry Black Synthetic  Clutch,1299.0,1299.0,,,Clothing
Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,,1599.0,,,Bags
Asics Gel-Cumulus 17 Running Shoes,9499.0,9499.0,,,Asics Gel-Cumulus 17 Running Shoes
Dressberry Black Synthetic  Clutch,1299.0,1299.0,,,Clothing
Mast & Harbour Gold Synthetic  Clutch,1899.0,1899.0,,,Others
Asics Gel-Kayano 22 Running Shoes,12499.0,12499.0,,,Asics Gel-Kayano 22 Running Shoes
Indistar Self Design Viscose Women's Stole,898.0,449.0,,,Others
Dressberry Orange Synthetic  Clutch,1899.0,1899.0,,,Clothing
Dressberry Gold Synthetic  Clutch,1299.0,1299.0,,,Clothing
Dressberry Green Synthetic  Clutch,1899.0,1899.0,,,Clothing
Zoe Marciano Blue Heavy-duty satin wong fabric  Clutch,,1599.0,,,Bags
Escan Lace Up,1299.0,999.0,,,Escan Lace Up
Dressberry Gold Synthetic  Clutch,1299.0,1299.0,,,Clothing
Nine Maternity Wear Women's Fit and Flare Dress,1825.0,1825.0,,,Others
"Kleio Festive, Party, Casual Blue PU  Clutch",,,,,Bags
Skipper Blends Aqua Striped Eyelet Window Curtain,1733.0,1039.0,,,Home Furnishing
Mizuno Lightweight Hoody Solid Men's Wind Cheater,4999.0,4999.0,,,Clothing
"Turbo MSE TEST LITE Batting Gloves (Men, White, Orange)",,,,,Sports & Fitness
"Turbo LEAGUE Batting Gloves (Men, White, Blue)",,,,,Sports & Fitness
Stamin Mass Gainers,,2300.0,,,Food & Nutrition
Pure Source Psi-As-Hanggnrlx Relaxing Liquid Air Freshener,1250.0,375.0,5.0,5.0,Home Decor & Festive Needs
Svt Ada Collections Formal Full Sleeve Checkered Women's Top,,1199.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Svt Ada Collections Party 3/4 Sleeve Checkered Women's Top,,1199.0,,,Clothing
Svt Ada Collections Casual Full Sleeve Checkered Women's Top,,1699.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2746.0,687.0,,,Jewellery
"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Opal Ring",2973.0,743.0,,,Jewellery
"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Amethyst Ring",1937.0,968.0,,,Jewellery
Kings Multicolor Tassels,1000.0,249.0,,,Home Furnishing
,,,,,Others
,,,,,Others
No rating available,,,,,Kings
Avsar Sachi Gold Diamond 18 K Ring,16880.0,8440.0,,,Jewellery
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
Avsar,,,,,Others
Peppermint Blues Casual Sleeveless Printed Women's Top,,399.0,,,Clothing
Nishtaa Yellow Gold 22 K Ring,18350.0,17433.0,,,Jewellery
,,,,,Others
 or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.,,,,,Others
" or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.""",,,,,Others
Xpert Schoolboys Blk Lace Up Shoes,399.0,299.0,,,Footwear
Just In Time Fashions Women's A-line Dress,2499.0,1499.0,,,Clothing
Yepme Women's Gathered Dress,1799.0,799.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Van Heusen Men's Printed Party Shirt,2099.0,1469.0,,,Clothing
Eshoppee Laughing Buddha For Success And Wealth Showpiece  -  12 cm,799.0,399.0,,,Home Decor & Festive Needs
,,,,,Others
 The Next Best Place To Keep The Laughing Buddha Is On A Side Table Or A Corner Table,,,,,Others
 The Next Best Place To Keep The Laughing Buddha Is On A Side Table Or A Corner Table,,,,,Others
Karatcraft Triniya Promise Gold Diamond 18 K Ring,49999.0,34221.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Nishtaa Yellow Gold 22 K Ring,8190.0,7781.0,,,Jewellery
Mykraft Girl's A-line Dress,1205.0,964.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
The Cranberry Club Girl's Gathered Dress,1299.0,999.0,,,Clothing
Fashion Tree Men's Solid Formal Shirt,999.0,349.0,,,Clothing
Fashion Tree Men's Solid Formal Shirt,999.0,349.0,,,Clothing
Fashion Tree Men's Solid Formal Shirt,999.0,349.0,,,Clothing
Peter England Men's Solid Formal Shirt,1399.0,1399.0,,,Clothing
Gee & Bee Casual Printed Women's Kurti,1664.0,499.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Gee & Bee Casual Printed Women's Kurti,2499.0,749.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Dumdaar.Com Casual Short Sleeve Self Design Women's Top,,999.0,,,Clothing
"F&S Casual, Party Short Sleeve Self Design Women's Top",,1299.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Oviya Casual Sleeveless Self Design Women's Top,,999.0,,,Clothing
The Clove Casual 3/4 Sleeve Self Design Women's Top,,800.0,,,Clothing
The Vanca Formal Full Sleeve Self Design Women's Top,,1499.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Fantasy Ika Casual Short Sleeve Solid Women's Top,,950.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Fantasy Ika Casual 3/4 Sleeve Self Design Women's Top,,849.0,,,Clothing
Ausy Casual Short Sleeve Floral Print Women's Top,,999.0,,,Clothing
Ausy Casual Short Sleeve Printed Women's Top,,999.0,,,Clothing
Karatcraft Triniya Promise Gold Diamond 18 K Ring,47822.0,32973.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
WearYourShine by PCJ The Joe Gold Diamond 18 K Ring,29366.0,29366.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
Shilpkala Casual Short Sleeve Printed Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Sleeveless Solid Women's Top,,699.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Shilpkala Casual Cape Sleeve Printed Women's Top,,799.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Bell Sleeve Printed Women's Top,,799.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Sleeveless Printed Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Sleeveless Embellished Women's Top,,899.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Short Sleeve Printed Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Sleeveless Printed Women's Top,,699.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Sleeveless Printed Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Sleeveless Printed Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Bell Sleeve Printed Women's Top,,799.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Sleeveless Printed Women's Top,,699.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Shilpkala Casual Sleeveless Printed Women's Top,,599.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Shilpkala Casual Sleeveless Self Design Women's Top,,599.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
BlueStone The Juliette Yellow Gold Diamond 18 K Ring,29348.0,22644.0,,,Jewellery
Karatcraft Om Gold Diamond 18 K Ring,42068.0,35056.0,,,Jewellery
,,,,,Others
 custom made jewellery only at karatcraft,,,,,Others
" custom made jewellery only at karatcraft""",,,,,Others
Karatcraft Dulce Gold Diamond 18 K Ring,40267.0,27223.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished, Solid Women's Top",,1390.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,{{Sleeve
Aaliya Casual Sleeveless Embellished Women's Top,,2000.0,,,Clothing
Karatcraft Robini Emerald Gold Diamond 18 K Ring,43481.0,36234.0,,,Jewellery
"@499 Casual, Festive, Formal, Lounge Wear, Party Sleeveless Embellished Women's Top",,698.0,,,Clothing
Karatcraft Om Gold Diamond 18 K Ring,44247.0,36872.0,,,Jewellery
,,,,,Others
 custom made jewellery only at karatcraft,,,,,Others
" custom made jewellery only at karatcraft""",,,,,Others
Lee Mark Men's Solid Formal Shirt,1699.0,599.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Slim
Kairaa Lounge Wear Sleeveless Embellished Women's Top,,710.0,,,Clothing
Soie Casual Sleeveless Solid Women's Top,,1089.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,{{Sleeve
Hichkii Casual Cape Sleeve Embroidered Women's Top,,799.0,,,Clothing
"Soie Casual, Festive, Formal, Lounge Wear, Party Sleeveless Solid Women's Top",,1419.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Clara Certified Katela 8.3 cts or 9.25 ratti Zoya Sterling Silver Amethyst Ring,6160.0,2760.0,,,Jewellery
,,,,,Others
,,,,,Others
Clara,,,,,Others
Clara Certified Katela 6.5 cts or 7.25 ratti Elegant Sterling Silver Amethyst Ring,5270.0,2360.0,,,Jewellery
,,,,,Others
,,,,,Others
Clara,,,,,Others
Clara Certified Katela 3.9 cts or 4.25 ratti Stunning Sterling Silver Amethyst Ring,4210.0,1880.0,,,Jewellery
,,,,,Others
,,,,,Others
Clara,,,,,Others
SPECIES Striped Round Neck Women's Sweater,1699.0,1019.0,,,Clothing
Clara Certified Katela 6.5 cts or 7.25 ratti 4 Prongs Sterling Silver Amethyst Ring,5270.0,2360.0,,,Jewellery
,,,,,Others
,,,,,Others
Clara,,,,,Others
Clara Certified Katela 5.5 cts or 6.25 ratti Elegant Sterling Silver Amethyst Ring,4750.0,2130.0,,,Jewellery
,,,,,Others
,,,,,Others
Clara,,,,,Others
Clara Certified Katela 3 cts or 3.25 ratti 4 Prongs Sterling Silver Amethyst Ring,3530.0,1570.0,,,Jewellery
,,,,,Others
,,,,,Others
Clara,,,,,Others
BlueStone The Princess Gold Diamond 18 K Ring,35415.0,26984.0,,,Jewellery
Varanga Casual Short Sleeve Printed Women's Top,,1199.0,,,Clothing
Varanga Casual Short Sleeve Printed Women's Top,,1199.0,,,Clothing
Orous Casual 3/4 Sleeve Printed Women's Top,,2400.0,,,Clothing
Lovelady Wedding Lingerie Set,,895.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Nishtaa Yellow Gold Cubic Zirconia 22 K Ring,11820.0,11229.0,,,Jewellery
Jaune Women's Sheath Dress,2899.0,1499.0,,,Clothing
,,,,,Others
 Anti-Pilling,,,,,Clothing
 Anti-Pilling,,,,,Clothing
Living World by Home Stop Solid Wood Display Unit,5499.0,5499.0,,,Furniture
Status Quo Men's Solid Casual Shirt,1699.0,849.0,,,Clothing
"Asian Gems & Jewels 6.25 Ratti 5 Dhaatu Sterling Silver, Metal, Alloy Cat's Eye NA K Ring",1656.0,828.0,,,Jewellery
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
 water,,,,,earth or
 zinc,,,,,silver
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
 water,,,,,earth or
 zinc,,,,,silver
,,,,,Others
,,,,,Others
,,,,,Others
Asian Gems & Jewels,,,,,{{Collection
"Asian Gems & Jewels 5 Dhaatu Metal, Alloy Zircon Ring",3030.0,757.0,,,Jewellery
"Sarva Casual, Party Sleeveless Self Design, Printed Women's Top",,2325.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
"Sarva Party, Casual Sleeveless Self Design Women's Top",,2550.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
PrettyPataka Party Full Sleeve Woven Women's Top,,2500.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,{{Sleeve
"Sarva Party, Formal, Casual Sleeveless Embellished Women's Top",,2700.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
"Tenn Casual, Party Sleeveless Floral Print Women's Top",,2000.0,,,Clothing
Maggie Party Sleeveless Floral Print Women's Top,,1999.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
"Retaaz Casual, Party, Festive Sleeveless Floral Print Women's Top",,2999.0,,,Clothing
"Retaaz Casual, Party, Festive Sleeveless Floral Print Women's Top",,2999.0,,,Clothing
Bostan Running Shoes,499.0,499.0,,,Footwear
,,,,,Others
,,,,,Others
No rating available,,,,,Others
"Urban Fashion Bank Casual, Party, Festive, Lounge Wear Sleeveless Embellished Women's Top",,600.0,,,Clothing
Wowww Casual Short Sleeve Solid Women's Top,,1500.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
"Urban Fashion Bank Casual, Party, Festive, Lounge Wear Sleeveless Printed Women's Top",,1500.0,,,Clothing
Urban Fashion Bank Casual 3/4 Sleeve Solid Women's Top,,700.0,,,Clothing
Hangover Solid Round Neck Women's Sweater,1599.0,499.0,,,Clothing
Elson Self Design V-neck Women's Sweater,1595.0,1595.0,,,Clothing
WearYourShine by PCJ The Adriyel Gold Diamond 18 K Ring,28963.0,28963.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
"Asian Gems & Jewels 5.25 Ratti 5 Dhaatu Sterling Silver, Metal, Alloy Coral Ring",1743.0,872.0,,,Jewellery
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
 water,,,,,earth or
 zinc,,,,,silver
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
 water,,,,,earth or
 zinc,,,,,silver
,,,,,Others
,,,,,Others
,,,,,Others
Asian Gems & Jewels,,,,,{{Pearl Type
TeeMoods Casual Full Sleeve Striped Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,{{Sleeve
TeeMoods Casual Full Sleeve Striped Women's Top,,999.0,,,Clothing
Colbrii Casual Full Sleeve Printed Women's Top,,1100.0,,,Clothing
"KuberBox Ravishing Ring White Gold Diamond, Topaz 14K White Gold 14 K Ring",8538.0,8538.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,KuberBox
My Addiction Casual Full Sleeve Embroidered Women's Top,,1199.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
"SFDS Casual, Formal, Party Full Sleeve Printed Women's Top",,2500.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
"Membooz Casual, Party Short Sleeve Self Design Women's Top",,1200.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Sheezworld Casual Full Sleeve Self Design Women's Top,,1295.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Karatcraft Wadell Gold Diamond 18 K Ring,42321.0,28317.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Karatcraft Twinoh Gold Diamond 18 K Ring,32528.0,20672.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Karatcraft Clariz Gold Diamond 18 K Ring,32658.0,20727.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Herberto Girl's A-line Dress,1699.0,971.0,,,Clothing
Karatcraft Solitana Gold Diamond 18 K Ring,30176.0,20749.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Karatcraft Celebra Gold Diamond 18 K Ring,32524.0,20586.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Kids On Board Girl's Gathered Dress,1499.0,699.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
ABHIRA Girl's A-line Dress,1999.0,699.0,,,Clothing
,,,,,Others
 And It Is Sleeveless,,,,,Clothing
 And It Is Sleeveless,,,,,Clothing
Herberto Girl's High Low Dress,1899.0,1025.0,,,Clothing
Herberto Girl's A-line Dress,1899.0,949.0,,,Clothing
Fasense Women's Nighty,,1099.0,,,Clothing
,,,,,Others
 Waist 28-32,,,,,Others
 Waist 28-32,,,,,Others
Megha Casual Short Sleeve Printed Women's Top,,310.0,,,Clothing
Karatcraft Duilla Ruby Gold Diamond 18 K Ring,49999.0,42262.0,,,Jewellery
,,,,,Others
 sapphire or anything else in this pretty design,,,,,Others
" sapphire or anything else in this pretty design""",,,,,Others
Karatcraft Journa Gold Diamond 18 K Ring,45345.0,37787.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
CaratLane Fantasia Band White Gold Diamond 18 K Ring,31033.0,31033.0,,,Jewellery
Karigaari Set Of 5 Adivasi Doing Merry On Trumpet Showpiece  -  30 cm,4500.0,2050.0,,,Home Decor & Festive Needs
,,,,,Others
 A Group Of Aadivasi Men And Women Seen Making Merry In This Specially Designed Wrought Iron Artefact By Karigaari India. The Figurines Are Arranged On An Elephant-Tusk Shaped Base,,,,,Others
 A Group Of Aadivasi Men And Women Seen Making Merry In This Specially Designed Wrought Iron Artefact By Karigaari India. The Figurines Are Arranged On An Elephant-Tusk Shaped Base,,,,,Others
WearYourShine by PCJ The Sharman Gold Diamond 18 K Ring,29292.0,29292.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
"SFDS Casual, Formal, Party Short Sleeve Self Design Women's Top",,2599.0,,,Clothing
"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",,2299.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",,2299.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
"SFDS Casual, Formal, Party Short Sleeve Self Design Women's Top",,2299.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",,2299.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Nishtaa Yellow Gold 22 K Ring,6740.0,6403.0,,,Jewellery
,,,,,Others
 or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.,,,,,Others
" or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.""",,,,,Others
"SFDS Casual, Formal, Party Sleeveless Self Design Women's Top",,1999.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
"SFDS Casual, Formal, Party Short Sleeve Self Design Women's Top",,2299.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Totta Pouch for Sony Xperia M5 Dual,799.0,399.0,,,Mobiles & Accessories
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
Totta,,,,,{{Brand
Lee Mark Men's Solid Formal Shirt,1699.0,599.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Slim
"Kalakruti K Jewellery B Jewelry box, Makeup Vanity Multi Purpose",600.0,480.0,,,Beauty and Personal Care
Karatcraft Trilic Gold Diamond 18 K Ring,48596.0,30817.0,,,Jewellery
Karatcraft Wadell Gold Diamond 18 K Ring,44226.0,30741.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
YNA Aviator Sunglasses,1199.0,299.0,,,Sunglasses
Ditu&Kritu Warrior Aviator Sunglasses,999.0,399.0,,,Sunglasses
American Crew Solid Women's Track Pants,799.0,760.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
Allen Solly Girl's Gathered Dress,1599.0,1119.0,,,Clothing
Abr Casual Shoes,499.0,449.0,,,Footwear
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Allen Solly Girl's A-line Dress,1999.0,1399.0,,,Clothing
Allen Solly Girl's Gathered Dress,1699.0,1189.0,,,Clothing
Allen Solly Girl's Shift Dress,2099.0,1469.0,,,Clothing
Petals Girl's Gathered Dress,1685.0,1685.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,{{Length
Allen Solly Girl's Layered Dress,1299.0,909.0,,,Clothing
Karatcraft Donna Gold Diamond 18 K Ring,49542.0,34110.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Absurd Full Sleeve Solid Men's Sweatshirt,1375.0,1095.0,,,Clothing
Escocer Women's Leggings,2394.0,788.0,,,Clothing
,,,,,Others
 95% Cotton To Make a Fabric - This Leggings Give U Soft And Comfort Feel In The Time of Wearing. ::::::::::Escocer White Cotton Leggings,,,,,Others
" 95% Cotton To Make a Fabric - This Leggings Give U Soft And Comfort Feel In The Time of Wearing. ::::::::::Escocer White Cotton Leggings""",,,,,Others
Absurd Full Sleeve Solid Men's Reversible Sweatshirt,1799.0,1650.0,,,Clothing
Absurd Full Sleeve Solid Men's Sweatshirt,1395.0,1195.0,,,Clothing
Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set,699.0,319.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set,699.0,319.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
WearYourShine by PCJ The Melina Gold Diamond 18 K Ring,23949.0,23949.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
WearYourShine by PCJ The Radelle Diamond Gold Diamond Yellow Gold 18 K Ring,31673.0,31673.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
WearYourShine by PCJ The Helaine Gold Diamond 18 K Ring,31663.0,31663.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
Ozel Studio Casual 3/4 Sleeve Solid Women's Top,,2400.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Ozel Studio Casual Sleeveless Solid Women's Top,,1190.0,,,Clothing
Shopaholic Casual 3/4 Sleeve Solid Women's Top,,1299.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Fashion Flow+ Women's Leggings,1199.0,499.0,,,Clothing
Ozel Studio Casual Short Sleeve Solid Women's Top,,4000.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Ozel Studio Casual Full Sleeve Solid Women's Top,,1450.0,,,Clothing
,,,,,Others
 add nude peep-toes with formal trousers and voila,,,,,Others
 add nude peep-toes with formal trousers and voila,,,,,Others
Shilpi Casual Cape Sleeve Solid Women's Top,,499.0,,,Clothing
Yepme Casual Short Sleeve Solid Women's Top,,999.0,,,Clothing
Ozel Studio Casual Sleeveless Solid Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Ozel Studio Casual Full Sleeve Solid Women's Top,,1450.0,,,Clothing
CaratLane Swish Ray White Gold Diamond 18 K Ring,31062.0,31062.0,,,Jewellery
WearYourShine by PCJ The Maryse Diamond Gold Diamond Yellow Gold 18 K Ring,20717.0,20717.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
Claude Lorrain Black Casuals Shoes,2750.0,1299.0,,,Footwear
Steppings Running Shoes Casuals Shoes,3699.0,2589.0,,,Footwear
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Steppings Wedges Casuals Shoes,3299.0,2309.0,,,Footwear
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Steppings Running Shoes Casuals Shoes,2999.0,2099.0,,,Footwear
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Bonzer Bellies,699.0,399.0,,,Footwear
Araanz by Tribhovandas Bhimji Zaveri Delhi Gold Diamond 18K Yellow Gold 18 K Ring,15720.0,12576.0,,,Jewellery
Nishtaa Yellow Gold 22 K Ring,11880.0,11286.0,,,Jewellery
,,,,,Others
 or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.,,,,,Others
" or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.""",,,,,Others
Nishtaa Yellow Gold 22 K Ring,8700.0,8265.0,,,Jewellery
,,,,,Others
 or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.,,,,,Others
" or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.""",,,,,Others
Gritstones Solid Women's Track Pants,599.0,499.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Gritstones Solid Women's Track Pants,599.0,499.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Gritstones Solid Women's Track Pants,599.0,499.0,,,Clothing
,,,,,Others
,,,,,Others
2,,,,,Others
Gritstones Solid Women's Track Pants,599.0,499.0,,,Clothing
,,,,,Others
,,,,,Others
3,,,,,Others
Tapyti Casual Sleeveless Solid Women's Top,,795.0,,,Clothing
Tapyti Casual Short Sleeve Solid Women's Top,,1135.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Tapyti Casual Short Sleeve Solid Women's Top,,1135.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Tapyti Casual 3/4 Sleeve Solid Women's Top,,845.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Tapyti Casual Sleeveless Solid Women's Top,,875.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
United Colors of Benetton Solid Round Neck Casual Women's Sweater,2099.0,1364.0,,,Clothing
Bonzer Bellies,999.0,499.0,,,Footwear
,,,,,Others
,,,,,Others
,,,,,Others
Bonzer Bellies,999.0,499.0,,,Footwear
,,,,,Others
